Date,Platform,Product_Category,Comment_Text,Sentiment_Ground_Truth
2026-02-03,Instagram,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2026-02-03,Website Review,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2026-02-03,Website Review,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2026-02-03,Website Review,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2026-02-03,Website Review,Comforter Set,I am facing specific foam density issues with the Comforter Set. It sinks too much.,Negative
2026-02-03,Website Review,Comforter Set,Do you have a showroom in Dhanmondi to test the Comforter Set?,Neutral
2026-02-03,Instagram,Orthopedic Mattress,Is the Orthopedic Mattress washable?,Neutral
2026-02-03,Facebook,Supreme Foam,Do you have a showroom in Dhanmondi to test the Supreme Foam?,Neutral
2026-02-03,Website Review,Comforter Set,Five stars for the Comforter Set!,Positive
2026-02-03,Facebook,Orthopedic Mattress,How long does delivery take for the Orthopedic Mattress to Chittagong?,Neutral
2026-02-02,Facebook,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2026-02-02,Facebook,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2026-02-02,Facebook,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2026-02-02,Facebook,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2026-02-02,Instagram,Sofa Cushion,Is the Sofa Cushion available in grey color?,Neutral
2026-02-02,Instagram,Spring Mattress,Is the Spring Mattress available in King Size?,Neutral
2026-02-02,Website Review,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2026-02-01,Facebook,Spring Mattress,How long does delivery take for the Spring Mattress to Chittagong?,Neutral
2026-02-01,Website Review,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2026-02-01,Website Review,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2026-02-01,Instagram,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2026-02-01,Instagram,Memory Foam Pillow,Delivery was super fast and the Memory Foam Pillow quality is top notch.,Positive
2026-02-01,Website Review,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2026-01-31,Website Review,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2026-01-31,Facebook,Supreme Foam,Delivery was super fast and the Supreme Foam quality is top notch.,Positive
2026-01-31,Website Review,Orthopedic Mattress,"Highly recommend the Orthopedic Mattress, worth every taka.",Positive
2026-01-31,Website Review,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2026-01-31,Instagram,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2026-01-31,Website Review,Spring Mattress,I was skeptical but the Spring Mattress is very comfortable.,Positive
2026-01-31,Instagram,Spring Mattress,The Spring Mattress smells of chemicals even after a week.,Negative
2026-01-31,Facebook,Spring Mattress,Customer service didn't reply when I asked about my Spring Mattress warranty.,Negative
2026-01-31,Instagram,Memory Foam Pillow,"The Memory Foam Pillow is too hard, caused me back pain.",Negative
2026-01-31,Website Review,Spring Mattress,Delivery of my Spring Mattress was delayed by 2 weeks. Unacceptable.,Negative
2026-01-30,Website Review,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2026-01-30,Website Review,Memory Foam Pillow,Called support 3 times about my Memory Foam Pillow but got no response.,Negative
2026-01-30,Website Review,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2026-01-30,Website Review,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2026-01-30,Facebook,Sofa Cushion,Do you have any discount running on the Sofa Cushion?,Neutral
2026-01-30,Facebook,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2026-01-30,Facebook,Supreme Foam,Finally getting good sleep thanks to Swan's Supreme Foam.,Positive
2026-01-30,Facebook,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2026-01-30,Instagram,Memory Foam Pillow,Customer service didn't reply when I asked about my Memory Foam Pillow warranty.,Negative
2026-01-30,Website Review,Orthopedic Mattress,"Not happy with the foam density of the Orthopedic Mattress, feels cheap.",Negative
2026-01-29,Website Review,Memory Foam Pillow,Can I pay via EMI for the Memory Foam Pillow?,Neutral
2026-01-29,Instagram,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
2026-01-29,Facebook,Comforter Set,Delivery of my Comforter Set was delayed by 2 weeks. Unacceptable.,Negative
2026-01-29,Instagram,Orthopedic Mattress,Is the Orthopedic Mattress washable?,Neutral
2026-01-29,Website Review,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2026-01-29,Website Review,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2026-01-29,Facebook,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2026-01-29,Website Review,Comforter Set,Does the Comforter Set come with a cover?,Neutral
2026-01-29,Instagram,Supreme Foam,Does the Supreme Foam come with a cover?,Neutral
2026-01-28,Website Review,Orthopedic Mattress,Is the Orthopedic Mattress washable?,Neutral
2026-01-28,Instagram,Supreme Foam,Can I pay via EMI for the Supreme Foam?,Neutral
2026-01-28,Instagram,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2026-01-28,Facebook,Spring Mattress,Is the Spring Mattress available in King Size?,Neutral
2026-01-28,Instagram,Memory Foam Pillow,"Comparing this Memory Foam Pillow with the other model, which is better?",Neutral
2026-01-28,Website Review,Comforter Set,Does the Comforter Set come with a cover?,Neutral
2026-01-28,Instagram,Memory Foam Pillow,Delivery of my Memory Foam Pillow was delayed by 2 weeks. Unacceptable.,Negative
2026-01-28,Instagram,Sofa Cushion,Delivery was super fast and the Sofa Cushion quality is top notch.,Positive
2026-01-28,Facebook,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2026-01-28,Instagram,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2026-01-28,Instagram,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2026-01-28,Website Review,Supreme Foam,My parents love the Supreme Foam I bought them.,Positive
2026-01-28,Website Review,Memory Foam Pillow,"Don't buy the Memory Foam Pillow, it captures too much heat.",Negative
2026-01-28,Facebook,Sofa Cushion,Is the Sofa Cushion available in King Size?,Neutral
2026-01-28,Facebook,Sofa Cushion,The Sofa Cushion smells of chemicals even after a week.,Negative
2026-01-28,Instagram,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2026-01-28,Website Review,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2026-01-28,Instagram,Memory Foam Pillow,My Memory Foam Pillow arrived damaged and return process is a nightmare.,Negative
2026-01-28,Website Review,Memory Foam Pillow,"Highly recommend the Memory Foam Pillow, worth every taka.",Positive
2026-01-28,Facebook,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2026-01-27,Instagram,Orthopedic Mattress,Do you have a showroom in Dhanmondi to test the Orthopedic Mattress?,Neutral
2026-01-27,Website Review,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
2026-01-27,Website Review,Supreme Foam,My Supreme Foam arrived damaged and return process is a nightmare.,Negative
2026-01-27,Instagram,Sofa Cushion,My Sofa Cushion arrived damaged and return process is a nightmare.,Negative
2026-01-27,Instagram,Memory Foam Pillow,Called support 3 times about my Memory Foam Pillow but got no response.,Negative
2026-01-27,Website Review,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2026-01-27,Website Review,Memory Foam Pillow,My Memory Foam Pillow arrived damaged and return process is a nightmare.,Negative
2026-01-27,Facebook,Supreme Foam,Delivery was super fast and the Supreme Foam quality is top notch.,Positive
2026-01-27,Website Review,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2026-01-27,Website Review,Memory Foam Pillow,"Comparing this Memory Foam Pillow with the other model, which is better?",Neutral
2026-01-26,Website Review,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2026-01-26,Instagram,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2026-01-26,Instagram,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2026-01-26,Website Review,Supreme Foam,I am facing specific foam density issues with the Supreme Foam. It sinks too much.,Negative
2026-01-26,Facebook,Comforter Set,Finally getting good sleep thanks to Swan's Comforter Set.,Positive
2026-01-26,Website Review,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2026-01-26,Facebook,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2026-01-26,Facebook,Supreme Foam,Delivery was super fast and the Supreme Foam quality is top notch.,Positive
2026-01-26,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2026-01-26,Website Review,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2026-01-26,Website Review,Orthopedic Mattress,Customer service didn't reply when I asked about my Orthopedic Mattress warranty.,Negative
2026-01-26,Facebook,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2026-01-26,Instagram,Spring Mattress,I was skeptical but the Spring Mattress is very comfortable.,Positive
2026-01-26,Instagram,Comforter Set,Is the Comforter Set washable?,Neutral
2026-01-26,Website Review,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2026-01-25,Instagram,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2026-01-25,Facebook,Orthopedic Mattress,Called support 3 times about my Orthopedic Mattress but got no response.,Negative
2026-01-25,Website Review,Supreme Foam,Do you have any discount running on the Supreme Foam?,Neutral
2026-01-25,Website Review,Supreme Foam,I am facing specific foam density issues with the Supreme Foam. It sinks too much.,Negative
2026-01-25,Facebook,Sofa Cushion,Does the Sofa Cushion come with a cover?,Neutral
2026-01-25,Website Review,Supreme Foam,Five stars for the Supreme Foam!,Positive
2026-01-25,Instagram,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2026-01-25,Instagram,Sofa Cushion,Delivery of my Sofa Cushion was delayed by 2 weeks. Unacceptable.,Negative
2026-01-25,Instagram,Comforter Set,"Highly recommend the Comforter Set, worth every taka.",Positive
2026-01-25,Website Review,Spring Mattress,Great service and the Spring Mattress feels premium.,Positive
2026-01-25,Website Review,Memory Foam Pillow,My Memory Foam Pillow arrived damaged and return process is a nightmare.,Negative
2026-01-25,Website Review,Orthopedic Mattress,"Not happy with the foam density of the Orthopedic Mattress, feels cheap.",Negative
2026-01-25,Instagram,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2026-01-25,Website Review,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2026-01-25,Instagram,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2026-01-25,Facebook,Supreme Foam,Do you have any discount running on the Supreme Foam?,Neutral
2026-01-24,Facebook,Supreme Foam,My parents love the Supreme Foam I bought them.,Positive
2026-01-24,Instagram,Spring Mattress,Called support 3 times about my Spring Mattress but got no response.,Negative
2026-01-24,Facebook,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2026-01-24,Facebook,Supreme Foam,Delivery was super fast and the Supreme Foam quality is top notch.,Positive
2026-01-24,Facebook,Spring Mattress,Just received my Spring Mattress and it looks exactly like the pictures.,Positive
2026-01-24,Facebook,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2026-01-24,Website Review,Orthopedic Mattress,Customer service didn't reply when I asked about my Orthopedic Mattress warranty.,Negative
2026-01-24,Instagram,Comforter Set,Is the Comforter Set washable?,Neutral
2026-01-23,Instagram,Comforter Set,The Comforter Set smells of chemicals even after a week.,Negative
2026-01-23,Facebook,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2026-01-23,Facebook,Sofa Cushion,Do you have any discount running on the Sofa Cushion?,Neutral
2026-01-23,Website Review,Supreme Foam,Is the Supreme Foam available in grey color?,Neutral
2026-01-23,Website Review,Memory Foam Pillow,I am facing specific foam density issues with the Memory Foam Pillow. It sinks too much.,Negative
2026-01-23,Website Review,Orthopedic Mattress,"Don't buy the Orthopedic Mattress, it captures too much heat.",Negative
2026-01-23,Facebook,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2026-01-23,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2026-01-23,Facebook,Memory Foam Pillow,"Comparing this Memory Foam Pillow with the other model, which is better?",Neutral
2026-01-22,Instagram,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
